Average private Cpu usage,  0.00078125 , Average private memory usage,  0.00140881147541 , Average private disks usage,  0.000130208333333 , Average public Cpu usage,  0.0 , Average public memory usage,  0.0 , Average public disks usage,  0.0 , Number of public machines,  1 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00899077868852 , Average private disks usage,  0.013359375 , Average public Cpu usage,  0.0702247191011 , Average public memory usage,  0.0168309080862 , Average public disks usage,  0.0144194756554 , Number of public machines,  89 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00899077868852 , Average private disks usage,  0.013359375 , Average public Cpu usage,  0.0697916666667 , Average public memory usage,  0.0168488160291 , Average public disks usage,  0.0144386574074 , Number of public machines,  90 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00899077868852 , Average private disks usage,  0.013359375 , Average public Cpu usage,  0.0697115384615 , Average public memory usage,  0.0169732931003 , Average public disks usage,  0.0145661630037 , Number of public machines,  91 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00899077868852 , Average private disks usage,  0.013359375 , Average public Cpu usage,  0.0696331521739 , Average public memory usage,  0.0169280114041 , Average public disks usage,  0.0144474637681 , Number of public machines,  92 
Average private Cpu usage,  0.03828125 , Average private memory usage,  0.00837602459016 , Average private disks usage,  0.0124739583333 , Average public Cpu usage,  0.0696331521739 , Average public memory usage,  0.0169280114041 , Average public disks usage,  0.0144474637681 , Number of public machines,  92 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0092981557377 , Average private disks usage,  0.0136458333333 , Average public Cpu usage,  0.0688844086022 , Average public memory usage,  0.0167459897761 , Average public disks usage,  0.0142921146953 , Number of public machines,  93 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0092981557377 , Average private disks usage,  0.0136458333333 , Average public Cpu usage,  0.0694813829787 , Average public memory usage,  0.0167858388559 , Average public disks usage,  0.0141511524823 , Number of public machines,  94 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0092981557377 , Average private disks usage,  0.0136458333333 , Average public Cpu usage,  0.0690789473684 , Average public memory usage,  0.0166253235548 , Average public disks usage,  0.0140953947368 , Number of public machines,  95 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0092981557377 , Average private disks usage,  0.0136458333333 , Average public Cpu usage,  0.0686848958333 , Average public memory usage,  0.0167136270492 , Average public disks usage,  0.0140190972222 , Number of public machines,  96 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0092981557377 , Average private disks usage,  0.0136458333333 , Average public Cpu usage,  0.0686211340206 , Average public memory usage,  0.0165888541491 , Average public disks usage,  0.0139819587629 , Number of public machines,  97 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0092981557377 , Average private disks usage,  0.0136458333333 , Average public Cpu usage,  0.0688775510204 , Average public memory usage,  0.0166129976581 , Average public disks usage,  0.014099702381 , Number of public machines,  98 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0092981557377 , Average private disks usage,  0.0136458333333 , Average public Cpu usage,  0.068970959596 , Average public memory usage,  0.0164917618811 , Average public disks usage,  0.0139678030303 , Number of public machines,  99 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0092981557377 , Average private disks usage,  0.0136458333333 , Average public Cpu usage,  0.069375 , Average public memory usage,  0.0164856557377 , Average public disks usage,  0.014015625 , Number of public machines,  100 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0092981557377 , Average private disks usage,  0.0136458333333 , Average public Cpu usage,  0.0689975247525 , Average public memory usage,  0.0165202483363 , Average public disks usage,  0.0141759488449 , Number of public machines,  101 
Average private Cpu usage,  0.03828125 , Average private memory usage,  0.00906762295082 , Average private disks usage,  0.013125 , Average public Cpu usage,  0.0689975247525 , Average public memory usage,  0.0165202483363 , Average public disks usage,  0.0141759488449 , Number of public machines,  101 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.0102202868852 , Average private disks usage,  0.0143229166667 , Average public Cpu usage,  0.0683210784314 , Average public memory usage,  0.0163582851173 , Average public disks usage,  0.0140369689542 , Number of public machines,  102 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.0102202868852 , Average private disks usage,  0.0143229166667 , Average public Cpu usage,  0.0679611650485 , Average public memory usage,  0.0165028648735 , Average public disks usage,  0.0139411407767 , Number of public machines,  103 
Average private Cpu usage,  0.0359375 , Average private memory usage,  0.00888831967213 , Average private disks usage,  0.0139322916667 , Average public Cpu usage,  0.0679611650485 , Average public memory usage,  0.0165028648735 , Average public disks usage,  0.0139411407767 , Number of public machines,  103 
Average private Cpu usage,  0.0375 , Average private memory usage,  0.00960553278689 , Average private disks usage,  0.0151302083333 , Average public Cpu usage,  0.0673076923077 , Average public memory usage,  0.0163441834805 , Average public disks usage,  0.0138070913462 , Number of public machines,  104 
Average private Cpu usage,  0.03203125 , Average private memory usage,  0.00809426229508 , Average private disks usage,  0.0137239583333 , Average public Cpu usage,  0.0673076923077 , Average public memory usage,  0.0163441834805 , Average public disks usage,  0.0138070913462 , Number of public machines,  104 
Average private Cpu usage,  0.0359375 , Average private memory usage,  0.0093493852459 , Average private disks usage,  0.0151822916667 , Average public Cpu usage,  0.0666666666667 , Average public memory usage,  0.0161885245902 , Average public disks usage,  0.0136755952381 , Number of public machines,  105 
Average private Cpu usage,  0.03984375 , Average private memory usage,  0.0108350409836 , Average private disks usage,  0.0158854166667 , Average public Cpu usage,  0.0660377358491 , Average public memory usage,  0.0160358026601 , Average public disks usage,  0.0135465801887 , Number of public machines,  106 
Average private Cpu usage,  0.034375 , Average private memory usage,  0.00970799180328 , Average private disks usage,  0.01515625 , Average public Cpu usage,  0.0660377358491 , Average public memory usage,  0.0160358026601 , Average public disks usage,  0.0135465801887 , Number of public machines,  106 
Average private Cpu usage,  0.0359375 , Average private memory usage,  0.00996413934426 , Average private disks usage,  0.01671875 , Average public Cpu usage,  0.0654205607477 , Average public memory usage,  0.0158859353455 , Average public disks usage,  0.0134199766355 , Number of public machines,  107 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0115010245902 , Average private disks usage,  0.0181770833333 , Average public Cpu usage,  0.0648148148148 , Average public memory usage,  0.0157388433515 , Average public disks usage,  0.0132957175926 , Number of public machines,  108 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0115010245902 , Average private disks usage,  0.0181770833333 , Average public Cpu usage,  0.0643635321101 , Average public memory usage,  0.0156743495262 , Average public disks usage,  0.0131880733945 , Number of public machines,  109 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0115010245902 , Average private disks usage,  0.0181770833333 , Average public Cpu usage,  0.0647727272727 , Average public memory usage,  0.0157321162444 , Average public disks usage,  0.0131060606061 , Number of public machines,  110 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0115010245902 , Average private disks usage,  0.0181770833333 , Average public Cpu usage,  0.0653153153153 , Average public memory usage,  0.0155950007384 , Average public disks usage,  0.0131991366366 , Number of public machines,  111 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0115010245902 , Average private disks usage,  0.0181770833333 , Average public Cpu usage,  0.0650111607143 , Average public memory usage,  0.0156295740632 , Average public disks usage,  0.0133045014881 , Number of public machines,  112 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0115010245902 , Average private disks usage,  0.0181770833333 , Average public Cpu usage,  0.0655420353982 , Average public memory usage,  0.0155139271725 , Average public disks usage,  0.0134587020649 , Number of public machines,  113 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0115010245902 , Average private disks usage,  0.0181770833333 , Average public Cpu usage,  0.0657894736842 , Average public memory usage,  0.0155800618349 , Average public disks usage,  0.0135188230994 , Number of public machines,  114 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0115010245902 , Average private disks usage,  0.0181770833333 , Average public Cpu usage,  0.0660326086957 , Average public memory usage,  0.0156272273699 , Average public disks usage,  0.0136503623188 , Number of public machines,  115 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0115010245902 , Average private disks usage,  0.0181770833333 , Average public Cpu usage,  0.0657327586207 , Average public memory usage,  0.0157486574336 , Average public disks usage,  0.0135820761494 , Number of public machines,  116 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0115010245902 , Average private disks usage,  0.0181770833333 , Average public Cpu usage,  0.0659722222222 , Average public memory usage,  0.0157979543225 , Average public disks usage,  0.0134926994302 , Number of public machines,  117 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.0115010245902 , Average private disks usage,  0.0181770833333 , Average public Cpu usage,  0.0656779661017 , Average public memory usage,  0.0156684148375 , Average public disks usage,  0.0135681497175 , Number of public machines,  118 
Average private Cpu usage,  0.03984375 , Average private memory usage,  0.0107838114754 , Average private disks usage,  0.0169791666667 , Average public Cpu usage,  0.0656779661017 , Average public memory usage,  0.0156684148375 , Average public disks usage,  0.0135681497175 , Number of public machines,  118 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0651260504202 , Average public memory usage,  0.0155367474859 , Average public disks usage,  0.0134541316527 , Number of public machines,  119 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0654947916667 , Average public memory usage,  0.0156420765027 , Average public disks usage,  0.0134678819444 , Number of public machines,  120 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0650826446281 , Average public memory usage,  0.015589012329 , Average public disks usage,  0.0134082300275 , Number of public machines,  121 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0653176229508 , Average public memory usage,  0.0155956060199 , Average public disks usage,  0.0134135928962 , Number of public machines,  122 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0649136178862 , Average public memory usage,  0.0156020924963 , Average public disks usage,  0.0135035569106 , Number of public machines,  123 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0646421370968 , Average public memory usage,  0.0156373942359 , Average public disks usage,  0.0135878696237 , Number of public machines,  124 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.064375 , Average public memory usage,  0.0157704918033 , Average public disks usage,  0.0136625 , Number of public machines,  125 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0648561507937 , Average public memory usage,  0.0157876333594 , Average public disks usage,  0.0137690145503 , Number of public machines,  126 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0648375984252 , Average public memory usage,  0.0156794565638 , Average public disks usage,  0.0136934055118 , Number of public machines,  127 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0650634765625 , Average public memory usage,  0.015637006916 , Average public disks usage,  0.0136352539063 , Number of public machines,  128 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0648013565891 , Average public memory usage,  0.0156230143601 , Average public disks usage,  0.0137031653747 , Number of public machines,  129 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0652644230769 , Average public memory usage,  0.015565889029 , Average public disks usage,  0.0138341346154 , Number of public machines,  130 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0648854961832 , Average public memory usage,  0.0156152233763 , Average public disks usage,  0.0138478053435 , Number of public machines,  131 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0652225378788 , Average public memory usage,  0.0155008072529 , Average public disks usage,  0.0138178661616 , Number of public machines,  132 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0649671052632 , Average public memory usage,  0.0154266300998 , Average public disks usage,  0.0139293546366 , Number of public machines,  133 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0650652985075 , Average public memory usage,  0.0153191521899 , Average public disks usage,  0.0138331778607 , Number of public machines,  134 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.065162037037 , Average public memory usage,  0.0153536733455 , Average public disks usage,  0.0139158950617 , Number of public machines,  135 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0647977941176 , Average public memory usage,  0.0154592574735 , Average public disks usage,  0.0139131433824 , Number of public machines,  136 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0650091240876 , Average public memory usage,  0.0154698157233 , Average public disks usage,  0.0138458029197 , Number of public machines,  137 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0652173913043 , Average public memory usage,  0.0154802209551 , Average public disks usage,  0.0138737922705 , Number of public machines,  138 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0653102517986 , Average public memory usage,  0.0154351928293 , Average public disks usage,  0.0138751498801 , Number of public machines,  139 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.065625 , Average public memory usage,  0.0155298594848 , Average public disks usage,  0.0139285714286 , Number of public machines,  140 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0653812056738 , Average public memory usage,  0.0155214509941 , Average public disks usage,  0.0139110520095 , Number of public machines,  141 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.065801056338 , Average public memory usage,  0.0154229681367 , Average public disks usage,  0.0138534330986 , Number of public machines,  142 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0654501748252 , Average public memory usage,  0.0153939298407 , Average public disks usage,  0.0139532342657 , Number of public machines,  143 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0110399590164 , Average private disks usage,  0.0171875 , Average public Cpu usage,  0.0656467013889 , Average public memory usage,  0.01548981102 , Average public disks usage,  0.0140046296296 , Number of public machines,  144 
Average private Cpu usage,  0.0375 , Average private memory usage,  0.0106301229508 , Average private disks usage,  0.0156510416667 , Average public Cpu usage,  0.0656467013889 , Average public memory usage,  0.01548981102 , Average public disks usage,  0.0140046296296 , Number of public machines,  144 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0111424180328 , Average private disks usage,  0.01640625 , Average public Cpu usage,  0.0651939655172 , Average public memory usage,  0.0153829847371 , Average public disks usage,  0.013908045977 , Number of public machines,  145 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0111424180328 , Average private disks usage,  0.01640625 , Average public Cpu usage,  0.0656035958904 , Average public memory usage,  0.0153407814956 , Average public disks usage,  0.0139412100457 , Number of public machines,  146 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0111424180328 , Average private disks usage,  0.01640625 , Average public Cpu usage,  0.0652636054422 , Average public memory usage,  0.0153305174529 , Average public disks usage,  0.0139384920635 , Number of public machines,  147 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0111424180328 , Average private disks usage,  0.01640625 , Average public Cpu usage,  0.0654560810811 , Average public memory usage,  0.0153930826318 , Average public disks usage,  0.0140202702703 , Number of public machines,  148 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0111424180328 , Average private disks usage,  0.01640625 , Average public Cpu usage,  0.0651216442953 , Average public memory usage,  0.0153516613489 , Average public disks usage,  0.0139751118568 , Number of public machines,  149 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0111424180328 , Average private disks usage,  0.01640625 , Average public Cpu usage,  0.0651041666667 , Average public memory usage,  0.015406420765 , Average public disks usage,  0.0138993055556 , Number of public machines,  150 
Average private Cpu usage,  0.0375 , Average private memory usage,  0.00952868852459 , Average private disks usage,  0.0147916666667 , Average public Cpu usage,  0.0651041666667 , Average public memory usage,  0.015406420765 , Average public disks usage,  0.0138993055556 , Number of public machines,  150 
Average private Cpu usage,  0.0390625 , Average private memory usage,  0.00975922131148 , Average private disks usage,  0.0160416666667 , Average public Cpu usage,  0.064673013245 , Average public memory usage,  0.0153043914884 , Average public disks usage,  0.0138072571744 , Number of public machines,  151 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.0101946721311 , Average private disks usage,  0.017578125 , Average public Cpu usage,  0.0642475328947 , Average public memory usage,  0.0152037047023 , Average public disks usage,  0.0137164199561 , Number of public machines,  152 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.0101946721311 , Average private disks usage,  0.017578125 , Average public Cpu usage,  0.0641339869281 , Average public memory usage,  0.015114379085 , Average public disks usage,  0.0136301742919 , Number of public machines,  153 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.0101946721311 , Average private disks usage,  0.017578125 , Average public Cpu usage,  0.0642248376623 , Average public memory usage,  0.0151226846924 , Average public disks usage,  0.0136262175325 , Number of public machines,  154 
Average private Cpu usage,  0.0359375 , Average private memory usage,  0.00952868852459 , Average private disks usage,  0.0175 , Average public Cpu usage,  0.0642248376623 , Average public memory usage,  0.0151226846924 , Average public disks usage,  0.0136262175325 , Number of public machines,  154 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.0107069672131 , Average private disks usage,  0.0190364583333 , Average public Cpu usage,  0.063810483871 , Average public memory usage,  0.0150251189847 , Average public disks usage,  0.0135383064516 , Number of public machines,  155 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.0107069672131 , Average private disks usage,  0.0190364583333 , Average public Cpu usage,  0.0639022435897 , Average public memory usage,  0.015132408575 , Average public disks usage,  0.0135717147436 , Number of public machines,  156 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.0107069672131 , Average private disks usage,  0.0190364583333 , Average public Cpu usage,  0.0638933121019 , Average public memory usage,  0.015153492743 , Average public disks usage,  0.013664410828 , Number of public machines,  157 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.0107069672131 , Average private disks usage,  0.0190364583333 , Average public Cpu usage,  0.064082278481 , Average public memory usage,  0.0152618541191 , Average public disks usage,  0.0136438554852 , Number of public machines,  158 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.0107069672131 , Average private disks usage,  0.0190364583333 , Average public Cpu usage,  0.0642688679245 , Average public memory usage,  0.0153301886792 , Average public disks usage,  0.0137447589099 , Number of public machines,  159 
Average private Cpu usage,  0.0375 , Average private memory usage,  0.00963114754098 , Average private disks usage,  0.0188802083333 , Average public Cpu usage,  0.0642688679245 , Average public memory usage,  0.0153301886792 , Average public disks usage,  0.0137447589099 , Number of public machines,  159 
Average private Cpu usage,  0.03984375 , Average private memory usage,  0.00986168032787 , Average private disks usage,  0.02015625 , Average public Cpu usage,  0.0638671875 , Average public memory usage,  0.015234375 , Average public disks usage,  0.0136588541667 , Number of public machines,  160 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0102971311475 , Average private disks usage,  0.0213541666667 , Average public Cpu usage,  0.0634704968944 , Average public memory usage,  0.0151397515528 , Average public disks usage,  0.0135740165631 , Number of public machines,  161 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0102971311475 , Average private disks usage,  0.0213541666667 , Average public Cpu usage,  0.0636574074074 , Average public memory usage,  0.0151854381704 , Average public disks usage,  0.013683127572 , Number of public machines,  162 
Average private Cpu usage,  0.04375 , Average private memory usage,  0.0102971311475 , Average private disks usage,  0.0213541666667 , Average public Cpu usage,  0.0637461656442 , Average public memory usage,  0.0152399929599 , Average public disks usage,  0.0136918456033 , Number of public machines,  163 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00919569672131 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0637461656442 , Average public memory usage,  0.0152399929599 , Average public disks usage,  0.0136918456033 , Number of public machines,  163 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00919569672131 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0636432926829 , Average public memory usage,  0.0152532736905 , Average public disks usage,  0.0136401168699 , Number of public machines,  164 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00919569672131 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.063446969697 , Average public memory usage,  0.0152694982613 , Average public disks usage,  0.0136963383838 , Number of public machines,  165 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00919569672131 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0638177710843 , Average public memory usage,  0.0151898577918 , Average public disks usage,  0.0136326556225 , Number of public machines,  166 
Average private Cpu usage,  0.03828125 , Average private memory usage,  0.0078125 , Average private disks usage,  0.02109375 , Average public Cpu usage,  0.0638177710843 , Average public memory usage,  0.0151898577918 , Average public disks usage,  0.0136326556225 , Number of public machines,  166 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0078381147541 , Average private disks usage,  0.0211979166667 , Average public Cpu usage,  0.0634356287425 , Average public memory usage,  0.0150989005595 , Average public disks usage,  0.0135510229541 , Number of public machines,  167 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.0078381147541 , Average private disks usage,  0.0211979166667 , Average public Cpu usage,  0.0636160714286 , Average public memory usage,  0.0151675936768 , Average public disks usage,  0.0136284722222 , Number of public machines,  168 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0636160714286 , Average public memory usage,  0.0151675936768 , Average public disks usage,  0.0136284722222 , Number of public machines,  168 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0639792899408 , Average public memory usage,  0.0152021292075 , Average public disks usage,  0.0135848126233 , Number of public machines,  169 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0640625 , Average public memory usage,  0.0152543394407 , Average public disks usage,  0.0136366421569 , Number of public machines,  170 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0639619883041 , Average public memory usage,  0.0152789761288 , Average public disks usage,  0.0137274610136 , Number of public machines,  171 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0637718023256 , Average public memory usage,  0.0153509817003 , Average public disks usage,  0.0136567344961 , Number of public machines,  172 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0639450867052 , Average public memory usage,  0.0153984648915 , Average public disks usage,  0.0136139210019 , Number of public machines,  173 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0642959770115 , Average public memory usage,  0.0154159600528 , Average public disks usage,  0.0135386733716 , Number of public machines,  174 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0641071428571 , Average public memory usage,  0.0153366510539 , Average public disks usage,  0.0135922619048 , Number of public machines,  175 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0639204545455 , Average public memory usage,  0.0153281017139 , Average public disks usage,  0.0136097301136 , Number of public machines,  176 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0638241525424 , Average public memory usage,  0.015345697879 , Average public disks usage,  0.0135769774011 , Number of public machines,  177 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0635533707865 , Average public memory usage,  0.0153746085835 , Average public disks usage,  0.0135738529963 , Number of public machines,  178 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0632856145251 , Average public memory usage,  0.0154060582471 , Average public disks usage,  0.0135882216015 , Number of public machines,  179 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0635416666667 , Average public memory usage,  0.0154741575592 , Average public disks usage,  0.013521412037 , Number of public machines,  180 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0633632596685 , Average public memory usage,  0.0155584865501 , Average public disks usage,  0.0134783609576 , Number of public machines,  181 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0631868131868 , Average public memory usage,  0.0154955188254 , Average public disks usage,  0.0134987408425 , Number of public machines,  182 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.063268442623 , Average public memory usage,  0.0155480157664 , Average public disks usage,  0.0135985883424 , Number of public machines,  183 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0630944293478 , Average public memory usage,  0.0155414736279 , Average public disks usage,  0.0135954483696 , Number of public machines,  184 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0631756756757 , Average public memory usage,  0.0155294638901 , Average public disks usage,  0.0136233108108 , Number of public machines,  185 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0629200268817 , Average public memory usage,  0.015451480698 , Average public disks usage,  0.0136676747312 , Number of public machines,  186 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0632520053476 , Average public memory usage,  0.0155387043044 , Average public disks usage,  0.013739416221 , Number of public machines,  187 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0634142287234 , Average public memory usage,  0.0154996512033 , Average public disks usage,  0.0138380984043 , Number of public machines,  188 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0635747354497 , Average public memory usage,  0.0155477491543 , Average public disks usage,  0.0139357363316 , Number of public machines,  189 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.00668545081967 , Average private disks usage,  0.0211458333333 , Average public Cpu usage,  0.0638980263158 , Average public memory usage,  0.0155306298533 , Average public disks usage,  0.013944627193 , Number of public machines,  190 
Average private Cpu usage,  0.03828125 , Average private memory usage,  0.00540471311475 , Average private disks usage,  0.020078125 , Average public Cpu usage,  0.0638980263158 , Average public memory usage,  0.0155306298533 , Average public disks usage,  0.013944627193 , Number of public machines,  190 
